Date,EFA,EEM,GLD,IYR
2018-08-18,-1.0,-1.0,-2.0,-1.0
2018-08-25,-1.0,-1.0,-1.0,-1.0
2018-09-01,-2.0,-2.0,-1.0,-1.0
2018-09-08,-1.0,-2.0,-2.0,-1.0
2018-09-15,-2.0,-2.0,-1.0,-2.0
2018-09-22,-1.0,-1.0,-1.0,-2.0
2018-09-29,-2.0,-2.0,-1.0,-2.0
2018-10-06,-2.0,-2.0,-1.0,-2.0
2018-10-13,-1.0,-1.0,-1.0,-1.0
2018-10-20,-2.0,-2.0,-1.0,-2.0
2018-10-27,-2.0,-2.0,-1.0,-1.0
2018-11-03,-1.0,-1.0,-2.0,-1.0
2018-11-10,-1.0,-1.0,-1.0,-1.0
2018-11-17,-1.0,-2.0,-1.0,-2.0
2018-11-24,-1.0,-2.0,-1.0,-2.0
2018-12-01,-2.0,-2.0,-2.0,-2.0
2018-12-08,-1.0,-1.0,-1.0,-1.0
2018-12-15,-2.0,-2.0,-2.0,-2.0
2018-12-22,-1.0,-1.0,-1.0,-1.0
2018-12-29,-1.0,-1.0,-1.0,-1.0
2019-01-05,-2.0,-1.0,-1.0,-1.0
2019-01-12,-1.0,-2.0,-1.0,-1.0
2019-01-19,-1.0,-1.0,-1.0,-1.0
2019-01-26,-1.0,-1.0,-2.0,-2.0
2019-02-02,-1.0,-1.0,-1.0,-1.0
2019-02-09,-1.0,-2.0,-1.0,-1.0
2019-02-16,-1.0,-1.0,-2.0,-1.0
2019-02-23,-1.0,-1.0,-2.0,-1.0
2019-03-02,-2.0,-2.0,-1.0,-2.0
2019-03-09,-2.0,-2.0,-1.0,-2.0
2019-03-16,-1.0,-1.0,-1.0,-2.0
2019-03-23,-1.0,-1.0,-2.0,-1.0
2019-03-30,-1.0,-1.0,-1.0,-1.0
2019-04-06,-1.0,-1.0,-1.0,-1.0
2019-04-13,-1.0,-1.0,-1.0,-2.0
2019-04-20,-1.0,-1.0,-1.0,-1.0
2019-04-27,-1.0,-1.0,-1.0,-1.0
2019-05-04,-2.0,-2.0,-1.0,-2.0
2019-05-11,-2.0,-2.0,-2.0,-1.0
2019-05-18,-1.0,-1.0,-1.0,-1.0
2019-05-25,-2.0,-2.0,-2.0,-2.0
2019-06-01,-2.0,-2.0,-2.0,-2.0
2019-06-08,-1.0,-1.0,-1.0,-1.0
2019-06-15,-1.0,-2.0,-2.0,-1.0
2019-06-22,-1.0,-1.0,-1.0,-2.0
2019-06-29,-1.0,-1.0,-1.0,-1.0
2019-07-06,-1.0,-1.0,-1.0,-1.0
2019-07-13,-1.0,-1.0,-2.0,-1.0
2019-07-20,-1.0,-1.0,-1.0,-1.0
2019-07-27,-2.0,-2.0,-2.0,-2.0
2019-08-03,1.0,-2.0,-2.0,-2.0
2019-08-10,-2.0,-1.0,-1.0,-1.0
2019-08-17,-2.0,-1.0,-1.0,-1.0
2019-08-24,-2.0,-2.0,-1.0,-1.0
2019-08-31,-2.0,-1.0,-2.0,-1.0
2019-09-07,2.0,-1.0,-1.0,-1.0
2019-09-14,-1.0,-1.0,-1.0,-1.0
2019-09-21,-2.0,-1.0,2.0,-1.0
2019-09-28,-2.0,-2.0,-2.0,-2.0
2019-10-05,-2.0,-2.0,-1.0,-1.0
2019-10-12,-1.0,-1.0,1.0,-2.0
2019-10-19,-1.0,-1.0,-1.0,-1.0
2019-10-26,-1.0,-1.0,-1.0,-1.0
2019-11-02,-1.0,-1.0,-2.0,-2.0
